UNITID,ADDRESS,SCIENTIFIC_NAME,COMMON_NAME,TREEHEIGHT,DIAMETER,LAT,LONG,OWNERSHIP,EXCEPTIONAL
TRE-1123458,2311 SW MYRTLE ST,Alnus rubra,Red Alder,0,2,47.539087993571,-122.363217551826,PRIV,N
TRE-1123465,2428 SW MYRTLE ST,Acer macrophyllum,Bigleaf Maple,0,36,47.5395064653955,-122.364344079925,PRIV,N
TRE-1123466,6943 25TH AVE SW,Thuja plicata,Western Red Cedar,0,25,47.5393423125339,-122.364478675138,PRIV,N
TRE-1123467,6935 25TH AVE SW,Salix alba,White Willow,0,9,47.5396017835085,-122.364463312587,PRIV,N
TRE-1123468,6935 25TH AVE SW,Salix alba,White Willow,0,4,47.5396222123718,-122.364461681029,PRIV,N
TRE-1123469,6935 25TH AVE SW,Salix alba,White Willow,0,9,47.5395905778428,-122.364464178799,PRIV,N
TRE-1123470,6935 25TH AVE SW,Salix alba,White Willow,0,4,47.5396073473498,-122.36446307076,PRIV,N
TRE-1123471,2428 SW MYRTLE ST,Acer macrophyllum,Bigleaf Maple,0,25,47.5399019279554,-122.364341648113,PRIV,N
TRE-1123472,6916 25TH AVE SW,Acer macrophyllum,Bigleaf Maple,0,10,47.5406900063092,-122.364348348073,PRIV,N
TRE-1123473,6916 25TH AVE SW,Acer macrophyllum,Bigleaf Maple,0,20,47.5409251702351,-122.364394102627,PRIV,N
TRE-1123476,6950 SYLVAN WAY SW,Pseudotsuga menziesii,Douglas Fir,0,12,47.5400096258595,-122.365775369047,PRIV,N
TRE-1123478,6700 23RD AVE SW,Acer macrophyllum,Bigleaf Maple,0,10,47.5427469169856,-122.362569776226,PRIV,N
TRE-1123479,6700 23RD AVE SW,Acer macrophyllum,Bigleaf Maple,0,10,47.5428162716505,-122.362581558378,PRIV,N
TRE-1123486,6557 24TH AVE SW,Alnus rubra,Red Alder,0,10,47.5431151472592,-122.363894432016,PRIV,N
TRE-1123487,6557 24TH AVE SW,Alnus rubra,Red Alder,0,10,47.5431416082611,-122.363907404627,PRIV,N
TRE-1123488,6557 24TH AVE SW,Alnus rubra,Red Alder,0,10,47.5431885594912,-122.36392287922,PRIV,N
TRE-1123489,6511 23RD AVE SW,Alnus rubra,Red Alder,0,10,47.5437888212222,-122.362696433813,PRIV,N
TRE-1123490,6511 23RD AVE SW,Acer macrophyllum,Bigleaf Maple,0,10,47.543861671868,-122.36269277288,PRIV,N
TRE-1123493,6511 23RD AVE SW,Acer macrophyllum,Bigleaf Maple,0,10,47.5439513617837,-122.362686482342,PRIV,N
TRE-1123495,6511 23RD AVE SW,Acer macrophyllum,Bigleaf Maple,0,4,47.5440574294159,-122.362683796437,PRIV,N
TRE-1123497,6302 21ST AVE SW,Thuja plicata,Western Red Cedar,0,9,47.5465010604148,-122.359149543142,PRIV,N
TRE-1123504,6315 22ND AVE SW,Thuja plicata,Western Red Cedar,0,33,47.5460091686673,-122.361130643935,PRIV,N
TRE-1123505,6321 22ND AVE SW,Thuja plicata,Western Red Cedar,0,33,47.5458605059725,-122.361155575105,PRIV,N
TRE-1123506,6321 22ND AVE SW,Thuja plicata,Western Red Cedar,0,33,47.5457978391457,-122.361144103039,PRIV,N
TRE-1123507,6249 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,20,47.5465952844393,-122.36307010968,PRIV,N
TRE-1123510,6304 26TH AVE SW,Alnus rubra,Red Alder,0,12,47.5464970922867,-122.364321341595,PRIV,N
TRE-1123512,6331 25TH AVE SW,Acer circinatum,Vine Maple,0,3,47.5455510259456,-122.363795358388,PRIV,N
TRE-1123513,6331 25TH AVE SW,Acer circinatum,Vine Maple,0,3,47.545514780144,-122.363828383312,PRIV,N
TRE-1123517,6331 25TH AVE SW,Thuja plicata,Western Red Cedar,0,4,47.5454226142745,-122.363912495273,PRIV,N
TRE-1123518,6331 25TH AVE SW,Thuja plicata,Western Red Cedar,0,4,47.5453823591469,-122.363950904531,PRIV,N
TRE-1123519,6331 25TH AVE SW,Thuja plicata,Western Red Cedar,0,3,47.5453305680729,-122.363932615113,PRIV,N
TRE-1123520,6331 25TH AVE SW,Acer circinatum,Vine Maple,0,3,47.545294379482,-122.363956372705,PRIV,N
TRE-1123522,6304 26TH AVE SW,Alnus rubra,Red Alder,0,18,47.5464186885215,-122.364577115982,PRIV,N
TRE-1123523,6304 26TH AVE SW,Alnus rubra,Red Alder,0,22,47.5464156992565,-122.364688470241,PRIV,N
TRE-1123524,6304 26TH AVE SW,Alnus rubra,Red Alder,0,18,47.5464147928616,-122.364939923765,PRIV,N
TRE-1123525,6304 26TH AVE SW,Alnus rubra,Red Alder,0,18,47.546402915251,-122.364974032911,PRIV,N
TRE-1123526,6304 26TH AVE SW,Alnus rubra,Red Alder,0,12,47.5464066796388,-122.365026199267,PRIV,N
TRE-1123527,6304 26TH AVE SW,Alnus rubra,Red Alder,0,12,47.5464058385306,-122.365051835883,PRIV,N
TRE-1123528,6304 26TH AVE SW,Alnus rubra,Red Alder,0,12,47.546408050814,-122.365071844486,PRIV,N
TRE-1123529,6304 26TH AVE SW,Alnus rubra,Red Alder,0,12,47.5464135997672,-122.365102068254,PRIV,N
TRE-1123532,6291 26TH AVE SW,Corylus cornuta ssp.californic,California Hazel,0,7,47.5462637285714,-122.365628571189,PRIV,N
TRE-1123539,5901 26TH AVE SW,Acer circinatum,Vine Maple,0,3,47.5490753839698,-122.365656287025,PRIV,N
TRE-1123541,5656 21ST AVE SW,Pseudotsuga menziesii,Douglas Fir,0,17,47.5502157324239,-122.359502804124,PRIV,N
TRE-1123546,5900 21ST AVE SW,Acer macrophyllum,Bigleaf Maple,0,10,47.5501510329526,-122.35920941824,PRIV,N
TRE-1123547,5900 21ST AVE SW,Alnus rubra,Red Alder,0,10,47.5501548489093,-122.359368965055,PRIV,N
TRE-1123551,5259 17TH AVE SW,Thuja plicata,Western Red Cedar,0,22,47.5540427811517,-122.355999575969,PRIV,N
TRE-1123557,5200 17TH AVE SW,Acer macrophyllum,Bigleaf Maple,0,10,47.5559003260162,-122.355450696902,PRIV,N
TRE-1123558,5200 17TH AVE SW,Acer macrophyllum,Bigleaf Maple,0,10,47.5558749610532,-122.355518175182,PRIV,N
TRE-1123560,5208 17TH AVE SW,Alnus rubra,Red Alder,0,16,47.5554700454396,-122.355850017383,PRIV,N
TRE-1123563,1701 SW DAWSON ST,Acer macrophyllum,Bigleaf Maple,0,14,47.5553263179026,-122.355992593281,PRIV,N
TRE-1123564,1701 SW DAWSON ST,Alnus rubra,Red Alder,0,20,47.555694723106,-122.356049281113,PRIV,N
TRE-1123589,1934 SW BRANDON ST,Pseudotsuga menziesii,Douglas Fir,0,3,47.5537655330604,-122.359885829517,PRIV,N
TRE-1123597,1934 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,2,47.5539203375108,-122.35997360918,PRIV,N
TRE-1123610,6029 21ST AVE SW,Acer macrophyllum,Bigleaf Maple,0,20,47.5472400903475,-122.359993989818,PRIV,N
TRE-1123611,6025 21ST AVE SW,Alnus rubra,Red Alder,0,12,47.5476160664361,-122.360225155145,PRIV,N
TRE-1123617,6039 CROFT PL SW,Thuja plicata,Western Red Cedar,0,15,47.5469030742092,-122.359997115355,PRIV,N
TRE-1123618,6039 CROFT PL SW,Acer macrophyllum,Bigleaf Maple,0,15,47.5469821580193,-122.360033110293,PRIV,N
TRE-1123620,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,15,47.5471483929712,-122.360144164707,PRIV,N
TRE-1123621,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.547281620865,-122.360197178661,PRIV,N
TRE-1123622,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5473315300304,-122.36023465523,PRIV,N
TRE-1123628,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5475773467049,-122.36037823245,PRIV,N
TRE-1123629,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,3,47.5476618163507,-122.360410219435,PRIV,N
TRE-1123631,5950 DELRIDGE WAY SW,Corylus cornuta ssp.californic,California Hazel,0,3,47.5477401373786,-122.360435752125,PRIV,N
TRE-1123633,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,3,47.5477933149118,-122.360483785817,PRIV,N
TRE-1123636,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,8,47.5480505278474,-122.360618257706,PRIV,N
TRE-1123637,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,8,47.5480762833976,-122.360653364605,PRIV,N
TRE-1123638,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5481305779834,-122.360663727471,PRIV,N
TRE-1123639,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5481709240205,-122.360680990624,PRIV,N
TRE-1123641,5950 DELRIDGE WAY SW,Arbutus menziesii,(Pacific) Madrona,0,7,47.5483197621278,-122.360759148964,PRIV,N
TRE-1123642,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5483388550779,-122.360770366617,PRIV,N
TRE-1123643,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.548413511258,-122.360799556861,PRIV,N
TRE-1123644,5950 DELRIDGE WAY SW,Pseudotsuga menziesii,Douglas Fir,0,5,47.5484478916696,-122.360822264803,PRIV,N
TRE-1123645,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5484778440603,-122.360848723978,PRIV,N
TRE-1123646,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5485146438472,-122.360866856196,PRIV,N
TRE-1123648,5950 DELRIDGE WAY SW,Arbutus menziesii,(Pacific) Madrona,0,10,47.5486274345803,-122.360917872353,PRIV,N
TRE-1123651,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5487920159756,-122.36103028537,PRIV,N
TRE-1123653,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5489655712988,-122.361100975756,PRIV,N
TRE-1123657,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5491612286373,-122.361254745134,PRIV,N
TRE-1123658,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5492187607177,-122.361237557389,PRIV,N
TRE-1123659,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5493149742917,-122.361286827791,PRIV,N
TRE-1123660,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5493391312682,-122.361299106013,PRIV,N
TRE-1123661,5950 DELRIDGE WAY SW,Arbutus menziesii,(Pacific) Madrona,0,10,47.5493220841105,-122.361340619007,PRIV,N
TRE-1123665,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,4,47.5494501954146,-122.361363914946,PRIV,N
TRE-1123666,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,8,47.5494724966755,-122.361370755843,PRIV,N
TRE-1123669,5950 DELRIDGE WAY SW,Salix scouleriana,Scouler Pussy Willow,0,4,47.5496089002926,-122.36141161596,PRIV,N
TRE-1123671,5950 DELRIDGE WAY SW,Arbutus menziesii,(Pacific) Madrona,0,17,47.5496756557079,-122.361461224109,PRIV,N
TRE-1123672,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,5,47.5496970500965,-122.361477575018,PRIV,N
TRE-1123673,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,18,47.549735744133,-122.361491366716,PRIV,N
TRE-1123674,5950 DELRIDGE WAY SW,Arbutus menziesii,(Pacific) Madrona,0,17,47.5497249386375,-122.361490782759,PRIV,N
TRE-1123675,5950 DELRIDGE WAY SW,Arbutus menziesii,(Pacific) Madrona,0,17,47.5497661391988,-122.361532870148,PRIV,N
TRE-1123676,5950 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,4,47.5498147313566,-122.36155259007,PRIV,N
TRE-1123683,5600 25TH AVE SW,Pinus contorta,Shore Pine,0,14,47.5518509177852,-122.364155394472,PRIV,N
TRE-1123697,5459 26TH AVE SW,Thuja plicata,Western Red Cedar,0,10,47.5519784628632,-122.365722486484,PRIV,N
TRE-1123698,5459 26TH AVE SW,Thuja plicata,Western Red Cedar,0,10,47.5519611477973,-122.365717368715,PRIV,N
TRE-1123699,5459 26TH AVE SW,Thuja plicata,Western Red Cedar,0,10,47.5519485027585,-122.365729506438,PRIV,N
TRE-1123701,5453 26TH AVE SW,Acer macrophyllum,Bigleaf Maple,0,20,47.5521853421986,-122.365646351169,PRIV,N
TRE-1123702,5453 26TH AVE SW,Alnus rubra,Red Alder,0,18,47.5522698614712,-122.365644996982,PRIV,N
TRE-1123709,5901 26TH AVE SW,Acer circinatum,Vine Maple,0,3,47.5498449471559,-122.365663019184,PRIV,N
TRE-1123727,5456 34TH AVE SW,Acer circinatum,Vine Maple,0,5,47.5520304713813,-122.37527712437,PRIV,N
TRE-1123730,5406 31ST AVE SW,Alnus rubra,Red Alder,0,8,47.553485977638,-122.37214090511,PRIV,N
TRE-1123733,5402 34TH AVE SW,Alnus rubra,Red Alder,0,6,47.5537577804115,-122.374681138986,PRIV,N
TRE-1123737,5056 35TH AVE SW,Arbutus menziesii,(Pacific) Madrona,0,20,47.5556357329087,-122.375649666755,PRIV,N
TRE-1123742,5402 35TH AVE SW,Pseudotsuga menziesii,Douglas Fir,0,18,47.5555345502844,-122.376041974587,PRIV,N
TRE-1123747,5606 31ST AVE SE,Alnus rubra,Red Alder,0,14,47.5516400568586,-122.372207078709,PRIV,N
TRE-1123748,5606 31ST AVE SE,Alnus rubra,Red Alder,0,9,47.5516772169564,-122.372214948303,PRIV,N
TRE-1123751,5607 29TH AVE SW,Alnus rubra,Red Alder,0,20,47.5513897450038,-122.369709854341,PRIV,N
TRE-1123754,5456 29TH AVE SW,Alnus rubra,Red Alder,0,16,47.5519957076686,-122.369558551422,PRIV,N
TRE-1123782,5633 30TH AVE SW,Alnus rubra,Red Alder,0,6,47.5509337480929,-122.371014169927,PRIV,N
TRE-1123783,5633 30TH AVE SW,Arbutus menziesii,(Pacific) Madrona,0,7,47.5509028757122,-122.371035267824,PRIV,N
TRE-1123784,5655 31ST AVE SW,Prunus emarginata,Bitter Cherry,0,10,47.5504072823599,-122.372365443275,PRIV,N
TRE-1123785,5655 31ST AVE SW,Prunus emarginata,Bitter Cherry,0,10,47.5503391594979,-122.372378018389,PRIV,N
TRE-1123794,5613 31ST AVE SE,Alnus rubra,Red Alder,0,8,47.5516026269277,-122.3723704281,PRIV,N
TRE-1123795,5613 31ST AVE SE,Alnus rubra,Red Alder,0,9,47.5516585030426,-122.37236504268,PRIV,N
TRE-1123803,2919 SW FINDLAY ST,Alnus rubra,Red Alder,0,11,47.5516580932227,-122.370850629486,PRIV,N
TRE-1123804,2919 SW FINDLAY ST,Alnus rubra,Red Alder,0,12,47.551711583555,-122.370858805909,PRIV,N
TRE-1123805,2919 SW FINDLAY ST,Alnus rubra,Red Alder,0,11,47.5517425408329,-122.370881711793,PRIV,N
TRE-1123806,2919 SW FINDLAY ST,Alnus rubra,Red Alder,0,20,47.5517933817531,-122.370865618651,PRIV,N
TRE-1123807,2919 SW FINDLAY ST,Alnus rubra,Red Alder,0,30,47.5518376153137,-122.370868800462,PRIV,N
TRE-1123815,5400 30TH AVE SW,Alnus rubra,Red Alder,0,7,47.5537427383634,-122.370738842942,PRIV,N
TRE-1123816,5400 30TH AVE SW,Alnus rubra,Red Alder,0,4,47.5537258145258,-122.369997823657,PRIV,N
TRE-1123817,5400 30TH AVE SW,Alnus rubra,Red Alder,0,3,47.5537187634198,-122.369846429599,PRIV,N
TRE-1123819,2800 SW BRANDON ST,Alnus rubra,Red Alder,0,5,47.553729367686,-122.369193207832,PRIV,N
TRE-1123824,5459 30TH AVE SW,Pseudotsuga menziesii,Douglas Fir,0,14,47.5519956528368,-122.371400987837,PRIV,N
TRE-1123829,5400 29TH AVE SW,Alnus rubra,Red Alder,0,10,47.552667165989,-122.369697618605,PRIV,N
TRE-1123831,5456 31ST AVE SW,Alnus rubra,Red Alder,0,8,47.5520021660418,-122.37171547175,PRIV,N
TRE-1123832,5456 31ST AVE SW,Alnus rubra,Red Alder,0,7,47.5520195707288,-122.371799106186,PRIV,N
TRE-1123833,5456 31ST AVE SW,Alnus rubra,Red Alder,0,7,47.5520067726469,-122.371864246771,PRIV,N
TRE-1123838,5400 29TH AVE SW,Alnus rubra,Red Alder,0,14,47.5527137993662,-122.369700088954,PRIV,N
TRE-1123839,5400 29TH AVE SW,Alnus rubra,Red Alder,0,14,47.552773870949,-122.36969479371,PRIV,N
TRE-1123840,5400 29TH AVE SW,Alnus rubra,Red Alder,0,12,47.5528254712511,-122.369697184769,PRIV,N
TRE-1123844,5400 29TH AVE SW,Alnus rubra,Red Alder,0,4,47.5533791969833,-122.369727016383,PRIV,N
TRE-1123845,5400 29TH AVE SW,Alnus rubra,Red Alder,0,4,47.5534095236266,-122.369726447773,PRIV,N
TRE-1123846,5400 29TH AVE SW,Alnus rubra,Red Alder,0,12,47.552762901608,-122.369519901514,PRIV,N
TRE-1123851,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,16,47.553729988988,-122.366556780774,PRIV,N
TRE-1123852,2600 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,9,47.5537274349774,-122.366643755455,PRIV,N
TRE-1123854,2600 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,7,47.5537283063567,-122.366783876207,PRIV,N
TRE-1123855,2600 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,6,47.553728564,-122.366858068898,PRIV,N
TRE-1123856,2600 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,7,47.5537283814981,-122.366971278147,PRIV,N
TRE-1123857,2600 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,4,47.5537287949805,-122.367007042662,PRIV,N
TRE-1123858,2600 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,10,47.5537241972313,-122.367181694231,PRIV,N
TRE-1123859,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,6,47.5537170244562,-122.367396677515,PRIV,N
TRE-1123860,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,7,47.5537227935439,-122.367543923047,PRIV,N
TRE-1123861,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,7,47.5537263022999,-122.36762961214,PRIV,N
TRE-1123862,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,9,47.5537066951511,-122.367774897027,PRIV,N
TRE-1123863,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,9,47.5537116508154,-122.367824957281,PRIV,N
TRE-1123864,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,5,47.55370174506,-122.367863487594,PRIV,N
TRE-1123865,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,5,47.5537055598415,-122.367914625297,PRIV,N
TRE-1123866,2600 SW BRANDON ST,Alnus rubra,Red Alder,0,8,47.5537080653893,-122.367975918097,PRIV,N
TRE-1123894,5237 25TH ST SW,Crataegus douglasii,Black Hawthorn,0,6,47.5537841831165,-122.36450696241,PRIV,N
TRE-1123895,5237 25TH ST SW,Crataegus douglasii,Black Hawthorn,0,6,47.5537796260962,-122.364570095385,PRIV,N
TRE-1123897,5401 25TH ST SW,Crataegus douglasii,Black Hawthorn,0,8,47.5536638029501,-122.364587821436,PRIV,N
TRE-1123901,5237 25TH ST SW,Crataegus douglasii,Black Hawthorn,0,6,47.5537824916964,-122.364693671949,PRIV,N
TRE-1123902,5401 25TH ST SW,Crataegus douglasii,Black Hawthorn,0,7,47.5536804159741,-122.364782144851,PRIV,N
TRE-1123903,5401 25TH ST SW,Crataegus douglasii,Black Hawthorn,0,7,47.5536815586357,-122.364834877803,PRIV,N
TRE-1123908,5237 25TH ST SW,Crataegus douglasii,Black Hawthorn,0,6,47.5537825528938,-122.364627973433,PRIV,N
TRE-1123909,2302 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,20,47.5537580663849,-122.361894266387,PRIV,N
TRE-1123915,2302 SW BRANDON ST,Arbutus menziesii,(Pacific) Madrona,0,16,47.5538499868953,-122.361795490012,PRIV,N
TRE-1123919,5232 23RD AVE SW,Acer macrophyllum,Bigleaf Maple,0,15,47.5539482249466,-122.361649155539,PRIV,N
TRE-1123924,5241 23RD AVE SW,Acer circinatum,Vine Maple,0,3,47.5542473945582,-122.361752004263,PRIV,N
TRE-1123925,5241 23RD AVE SW,Acer circinatum,Vine Maple,0,3,47.554257243073,-122.36175082884,PRIV,N
TRE-1123926,5241 23RD AVE SW,Thuja plicata,Western Red Cedar,0,3,47.5543122747702,-122.361747583761,PRIV,N
TRE-1123927,5241 23RD AVE SW,Thuja plicata,Western Red Cedar,0,5,47.5543204473985,-122.361766751095,PRIV,N
TRE-1123928,5241 23RD AVE SW,Acer circinatum,Vine Maple,0,3,47.5543305169623,-122.36174513034,PRIV,N
TRE-1123929,5241 23RD AVE SW,Thuja plicata,Western Red Cedar,0,5,47.5543329326727,-122.36176612225,PRIV,N
TRE-1123934,5232 23RD AVE SW,Acer macrophyllum,Bigleaf Maple,0,7,47.5544358760111,-122.361640715093,PRIV,N
TRE-1123936,5232 23RD AVE SW,Acer macrophyllum,Bigleaf Maple,0,20,47.5547466658806,-122.3616549074,PRIV,N
TRE-1123938,5241 23RD AVE SW,Acer circinatum,Vine Maple,0,3,47.554356971954,-122.361746197694,PRIV,N
TRE-1123939,5241 23RD AVE SW,Thuja plicata,Western Red Cedar,0,5,47.5543880844934,-122.361758759698,PRIV,N
TRE-1123940,5229 23RD AVE SW,Thuja plicata,Western Red Cedar,0,16,47.554441208144,-122.361802400913,PRIV,N
TRE-1123950,5201 23RD AVE SW,Tsuga mertensiana,Mountain Hemlock,0,7,47.5553034283651,-122.361801716864,PRIV,N
TRE-1123957,5218A PUGET BLVD SW,Populus tremuloides,Quaking Aspen,0,9,47.555293434442,-122.362348471319,PRIV,N
TRE-1123958,5218A PUGET BLVD SW,Populus tremuloides,Quaking Aspen,0,10,47.5553065990324,-122.362373517365,PRIV,N
TRE-1123959,5078 DELRIDGE WAY SW,Populus tremuloides,Quaking Aspen,0,11,47.5553898562266,-122.362386318888,PRIV,N
TRE-1123964,5220D PUGET BLVD SW,Thuja plicata,Western Red Cedar,0,9,47.5551776008069,-122.362662569002,PRIV,N
TRE-1123965,5072 DELRIDGE WAY SW,Thuja plicata,Western Red Cedar,0,4,47.5553379288425,-122.362706204509,PRIV,N
TRE-1123966,5072 DELRIDGE WAY SW,Thuja plicata,Western Red Cedar,0,4,47.5552994940112,-122.362735266455,PRIV,N
TRE-1123967,5218A PUGET BLVD SW,Populus tremuloides,Quaking Aspen,0,5,47.5553084996881,-122.362406776172,PRIV,N
TRE-1123969,5231 21ST AVE SW,Arbutus menziesii,(Pacific) Madrona,0,15,47.5562676722012,-122.360212343382,PRIV,N
TRE-1123976,5216 21ST AVE SW,Arbutus menziesii,(Pacific) Madrona,0,8,47.5566555623192,-122.359621964315,PRIV,N
TRE-1123977,5217 21ST AVE SW,Acer circinatum,Vine Maple,0,11,47.5567717694923,-122.360226743161,PRIV,N
TRE-1123978,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,2,47.5567440759638,-122.359677534383,PRIV,N
TRE-1123979,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,2,47.5567639348317,-122.359694623393,PRIV,N
TRE-1123980,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,2,47.5567989584365,-122.359720563821,PRIV,N
TRE-1123981,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,2,47.5568264478829,-122.359743146906,PRIV,N
TRE-1123982,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,2,47.5567982703656,-122.359748215077,PRIV,N
TRE-1123983,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,2,47.5568141714756,-122.359757836253,PRIV,N
TRE-1123986,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,3,47.55696998598,-122.35990719339,PRIV,N
TRE-1123987,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,3,47.5569795890434,-122.359920215676,PRIV,N
TRE-1123988,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,3,47.556989788815,-122.359910576467,PRIV,N
TRE-1123989,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,3,47.5569909488216,-122.359928228736,PRIV,N
TRE-1123990,5202 21ST AVE SW,Acer circinatum,Vine Maple,0,3,47.5570016789042,-122.35993757738,PRIV,N
TRE-1124024,4800 25TH AVE SW,Thuja plicata,Western Red Cedar,0,6,47.5592173652415,-122.363753391004,PRIV,N
TRE-1124025,4800 25TH AVE SW,Pseudotsuga menziesii,Douglas Fir,0,6,47.5592157572614,-122.363851433548,PRIV,N
TRE-1124034,4821 25TH AVE SW,Pseudotsuga menziesii,Douglas Fir,0,20,47.5585732900274,-122.364342680298,PRIV,N
TRE-1124041,4829 26TH AVE SW,Pseudotsuga menziesii,Douglas Fir,0,8,47.5584220820016,-122.365578388768,PRIV,N
TRE-1124042,4800 26TH AVE SW,Thuja plicata,Western Red Cedar,0,16,47.5590507307549,-122.365436039087,PRIV,N
TRE-1124047,4746 DELRIDGE WAY SW,Acer macrophyllum,Bigleaf Maple,0,12,47.5597795554912,-122.362217136451,PRIV,N
TRE-1124053,2401 SW ALASKA ST,Alnus rubra,Red Alder,0,10,47.5610362799634,-122.363131135598,PRIV,N
TRE-1124058,5008 PUGET BLVD SW,Acer macrophyllum,Bigleaf Maple,0,15,47.5571745870917,-122.36154635533,PRIV,N
TRE-1124059,5008 PUGET BLVD SW,Acer macrophyllum,Bigleaf Maple,0,15,47.5571132161154,-122.361546028543,PRIV,N
TRE-1124061,5008 PUGET BLVD SW,Acer macrophyllum,Bigleaf Maple,0,15,47.5570406570789,-122.361542794016,PRIV,N
TRE-1124063,5014 PUGET BLVD SW,Alnus rubra,Red Alder,0,5,47.5569673387747,-122.361550661932,PRIV,N
TRE-1124064,5014 PUGET BLVD SW,Pseudotsuga menziesii,Douglas Fir,0,3,47.5569422140212,-122.361603749147,PRIV,N
TRE-1124065,5014 PUGET BLVD SW,Alnus rubra,Red Alder,0,30,47.5569160148972,-122.361628277526,PRIV,N
TRE-1124069,4864 PUGET BLVD SW,Acer macrophyllum,Bigleaf Maple,0,10,47.5574994418753,-122.361497350254,PRIV,N
TRE-1124073,4862 PUGET BLVD SW,Arbutus menziesii,(Pacific) Madrona,0,3,47.5576785376728,-122.361547180138,PRIV,N
TRE-1124075,4860 PUGET BLVD SW,Arbutus menziesii,(Pacific) Madrona,0,6,47.5577442606898,-122.361526917027,PRIV,N
TRE-1124076,4860 PUGET BLVD SW,Thuja plicata,Western Red Cedar,0,6,47.55774260368,-122.361453230667,PRIV,N
TRE-1124077,4860 PUGET BLVD SW,Thuja plicata,Western Red Cedar,0,6,47.5577534867934,-122.361455677611,PRIV,N
TRE-1124078,4860 PUGET BLVD SW,Thuja plicata,Western Red Cedar,0,6,47.5577479005514,-122.361453970673,PRIV,N
TRE-1124079,4860 PUGET BLVD SW,Acer macrophyllum,Bigleaf Maple,0,16,47.5577623739104,-122.361474492252,PRIV,N
TRE-1124081,4860 PUGET BLVD SW,Acer macrophyllum,Bigleaf Maple,0,16,47.5577836341921,-122.361484490693,PRIV,N
TRE-1124082,4860 PUGET BLVD SW,Acer macrophyllum,Bigleaf Maple,0,16,47.5578126457943,-122.361481414755,PRIV,N
